sku_id,horizon,week_start_date,actual_demand,forecast_demand,source_model
FOODS_1_001_TX_3,4,damped_trend_exponential_smoothing,3.0,2.730454866255457,damped_trend_exponential_smoothing
FOODS_1_001_TX_3,5,damped_trend_exponential_smoothing,2.0,2.730454866255457,damped_trend_exponential_smoothing
FOODS_1_001_TX_3,6,damped_trend_exponential_smoothing,5.0,2.730454866255457,damped_trend_exponential_smoothing
FOODS_1_001_TX_3,7,damped_trend_exponential_smoothing,3.0,2.730454866255457,damped_trend_exponential_smoothing
FOODS_1_001_TX_3,8,damped_trend_exponential_smoothing,5.0,2.730454866255457,damped_trend_exponential_smoothing
FOODS_1_001_WI_1,1,damped_trend_exponential_smoothing,1.0,3.0663048616713007,damped_trend_exponential_smoothing
FOODS_1_001_WI_1,2,damped_trend_exponential_smoothing,3.0,3.0648815971257566,damped_trend_exponential_smoothing
FOODS_1_001_WI_1,3,damped_trend_exponential_smoothing,0.0,3.0634872596584133,damped_trend_exponential_smoothing
FOODS_1_001_WI_1,4,damped_trend_exponential_smoothing,4.0,3.062121261342131,damped_trend_exponential_smoothing
FOODS_1_001_WI_1,5,damped_trend_exponential_smoothing,5.0,3.0607830261990694,damped_trend_exponential_smoothing
FOODS_1_001_WI_1,6,damped_trend_exponential_smoothing,1.0,3.059471989957825,damped_trend_exponential_smoothing
FOODS_1_001_WI_1,7,damped_trend_exponential_smoothing,1.0,3.058187599815504,damped_trend_exponential_smoothing
FOODS_1_001_WI_1,8,damped_trend_exponential_smoothing,3.0,3.0569293142046305,damped_trend_exponential_smoothing
FOODS_1_001_WI_2,1,damped_trend_exponential_smoothing,0.0,2.137188051635512,damped_trend_exponential_smoothing
FOODS_1_001_WI_2,2,damped_trend_exponential_smoothing,2.0,2.1371883505826386,damped_trend_exponential_smoothing
FOODS_1_001_WI_2,3,damped_trend_exponential_smoothing,2.0,2.137188631409402,damped_trend_exponential_smoothing
FOODS_1_001_WI_2,4,damped_trend_exponential_smoothing,4.0,2.13718889521415,damped_trend_exponential_smoothing
FOODS_1_001_WI_2,5,damped_trend_exponential_smoothing,0.0,2.1371891430286527,damped_trend_exponential_smoothing
FOODS_1_001_WI_2,6,damped_trend_exponential_smoothing,4.0,2.137189375822142,damped_trend_exponential_smoothing
FOODS_1_001_WI_2,7,damped_trend_exponential_smoothing,5.0,2.137189594505101,damped_trend_exponential_smoothing
FOODS_1_001_WI_2,8,damped_trend_exponential_smoothing,2.0,2.1371897999328247,damped_trend_exponential_smoothing
FOODS_1_001_WI_3,1,damped_trend_exponential_smoothing,3.0,0.7968893622360229,damped_trend_exponential_smoothing
FOODS_1_001_WI_3,2,damped_trend_exponential_smoothing,0.0,0.7728668222729174,damped_trend_exponential_smoothing
FOODS_1_001_WI_3,3,damped_trend_exponential_smoothing,2.0,0.7501288873994522,damped_trend_exponential_smoothing
FOODS_1_001_WI_3,4,damped_trend_exponential_smoothing,1.0,0.7286068633710193,damped_trend_exponential_smoothing
FOODS_1_001_WI_3,5,damped_trend_exponential_smoothing,3.0,0.7082357293670697,damped_trend_exponential_smoothing
FOODS_1_001_WI_3,6,damped_trend_exponential_smoothing,2.0,0.6889539415547972,damped_trend_exponential_smoothing
FOODS_1_001_WI_3,7,damped_trend_exponential_smoothing,1.0,0.6707032471572532,damped_trend_exponential_smoothing
FOODS_1_001_WI_3,8,damped_trend_exponential_smoothing,1.0,0.6534285084641668,damped_trend_exponential_smoothing
FOODS_1_002_CA_1,1,damped_trend_exponential_smoothing,1.0,2.7403099097938868,damped_trend_exponential_smoothing
FOODS_1_002_CA_1,2,damped_trend_exponential_smoothing,3.0,2.7300165540718635,damped_trend_exponential_smoothing
FOODS_1_002_CA_1,3,damped_trend_exponential_smoothing,6.0,2.7217818694942446,damped_trend_exponential_smoothing
FOODS_1_002_CA_1,4,damped_trend_exponential_smoothing,4.0,2.71519412183215,damped_trend_exponential_smoothing
FOODS_1_002_CA_1,5,damped_trend_exponential_smoothing,1.0,2.709923923702474,damped_trend_exponential_smoothing
FOODS_1_002_CA_1,6,damped_trend_exponential_smoothing,1.0,2.705707765198733,damped_trend_exponential_smoothing
FOODS_1_002_CA_1,7,damped_trend_exponential_smoothing,3.0,2.7023348383957404,damped_trend_exponential_smoothing
FOODS_1_002_CA_1,8,damped_trend_exponential_smoothing,7.0,2.6996364969533464,damped_trend_exponential_smoothing
FOODS_1_002_CA_2,1,damped_trend_exponential_smoothing,11.0,5.04145654901043,damped_trend_exponential_smoothing
FOODS_1_002_CA_2,2,damped_trend_exponential_smoothing,2.0,5.04145654901043,damped_trend_exponential_smoothing
FOODS_1_002_CA_2,3,damped_trend_exponential_smoothing,3.0,5.04145654901043,damped_trend_exponential_smoothing
FOODS_1_002_CA_2,4,damped_trend_exponential_smoothing,4.0,5.04145654901043,damped_trend_exponential_smoothing
FOODS_1_002_CA_2,5,damped_trend_exponential_smoothing,5.0,5.04145654901043,damped_trend_exponential_smoothing
FOODS_1_002_CA_2,6,damped_trend_exponential_smoothing,6.0,5.04145654901043,damped_trend_exponential_smoothing
FOODS_1_002_CA_2,7,damped_trend_exponential_smoothing,6.0,5.04145654901043,damped_trend_exponential_smoothing
FOODS_1_002_CA_2,8,damped_trend_exponential_smoothing,3.0,5.04145654901043,damped_trend_exponential_smoothing
FOODS_1_002_CA_3,1,damped_trend_exponential_smoothing,3.0,0.0735943797609641,damped_trend_exponential_smoothing
FOODS_1_002_CA_3,2,damped_trend_exponential_smoothing,4.0,0.0733443204161151,damped_trend_exponential_smoothing
FOODS_1_002_CA_3,3,damped_trend_exponential_smoothing,5.0,0.0731442729402359,damped_trend_exponential_smoothing
FOODS_1_002_CA_3,4,damped_trend_exponential_smoothing,2.0,0.0729842349595325,damped_trend_exponential_smoothing
FOODS_1_002_CA_3,5,damped_trend_exponential_smoothing,5.0,0.0728562045749698,damped_trend_exponential_smoothing
FOODS_1_002_CA_3,6,damped_trend_exponential_smoothing,2.0,0.0727537802673196,damped_trend_exponential_smoothing
FOODS_1_002_CA_3,7,damped_trend_exponential_smoothing,5.0,0.0726718408211995,damped_trend_exponential_smoothing
FOODS_1_002_CA_3,8,damped_trend_exponential_smoothing,2.0,0.0726062892643034,damped_trend_exponential_smoothing
FOODS_1_002_CA_4,1,damped_trend_exponential_smoothing,2.0,1.8966372185379516,damped_trend_exponential_smoothing
FOODS_1_002_CA_4,2,damped_trend_exponential_smoothing,4.0,1.8968418549231256,damped_trend_exponential_smoothing
FOODS_1_002_CA_4,3,damped_trend_exponential_smoothing,2.0,1.897042635358871,damped_trend_exponential_smoothing
FOODS_1_002_CA_4,4,damped_trend_exponential_smoothing,0.0,1.8972396325025789,damped_trend_exponential_smoothing
FOODS_1_002_CA_4,5,damped_trend_exponential_smoothing,2.0,1.897432917642563,damped_trend_exponential_smoothing
FOODS_1_002_CA_4,6,damped_trend_exponential_smoothing,3.0,1.897622560723856,damped_trend_exponential_smoothing
FOODS_1_002_CA_4,7,damped_trend_exponential_smoothing,0.0,1.897808630373521,damped_trend_exponential_smoothing
FOODS_1_002_CA_4,8,damped_trend_exponential_smoothing,0.0,1.8979911939254863,damped_trend_exponential_smoothing
FOODS_1_002_TX_1,1,damped_trend_exponential_smoothing,0.0,1.148946655297189,damped_trend_exponential_smoothing
FOODS_1_002_TX_1,2,damped_trend_exponential_smoothing,0.0,1.1489467035851348,damped_trend_exponential_smoothing
FOODS_1_002_TX_1,3,damped_trend_exponential_smoothing,0.0,1.148946748851135,damped_trend_exponential_smoothing
FOODS_1_002_TX_1,4,damped_trend_exponential_smoothing,0.0,1.1489467912843072,damped_trend_exponential_smoothing
FOODS_1_002_TX_1,5,damped_trend_exponential_smoothing,0.0,1.1489468310619362,damped_trend_exponential_smoothing
FOODS_1_002_TX_1,6,damped_trend_exponential_smoothing,0.0,1.14894686835021,damped_trend_exponential_smoothing
FOODS_1_002_TX_1,7,damped_trend_exponential_smoothing,1.0,1.148946903304917,damped_trend_exponential_smoothing
FOODS_1_002_TX_1,8,damped_trend_exponential_smoothing,1.0,1.148946936072096,damped_trend_exponential_smoothing
FOODS_1_002_TX_2,1,damped_trend_exponential_smoothing,1.0,1.3229678068346988,damped_trend_exponential_smoothing
FOODS_1_002_TX_2,2,damped_trend_exponential_smoothing,0.0,1.3229678068346988,damped_trend_exponential_smoothing
FOODS_1_002_TX_2,3,damped_trend_exponential_smoothing,1.0,1.3229678068346988,damped_trend_exponential_smoothing
FOODS_1_002_TX_2,4,damped_trend_exponential_smoothing,1.0,1.3229678068346988,damped_trend_exponential_smoothing
FOODS_1_002_TX_2,5,damped_trend_exponential_smoothing,1.0,1.3229678068346988,damped_trend_exponential_smoothing
FOODS_1_002_TX_2,6,damped_trend_exponential_smoothing,2.0,1.3229678068346988,damped_trend_exponential_smoothing
FOODS_1_002_TX_2,7,damped_trend_exponential_smoothing,1.0,1.3229678068346988,damped_trend_exponential_smoothing
FOODS_1_002_TX_2,8,damped_trend_exponential_smoothing,0.0,1.3229678068346988,damped_trend_exponential_smoothing
FOODS_1_002_TX_3,1,damped_trend_exponential_smoothing,4.0,1.455719805254282,damped_trend_exponential_smoothing
FOODS_1_002_TX_3,2,damped_trend_exponential_smoothing,0.0,1.455719805254282,damped_trend_exponential_smoothing
FOODS_1_002_TX_3,3,damped_trend_exponential_smoothing,1.0,1.455719805254282,damped_trend_exponential_smoothing
FOODS_1_002_TX_3,4,damped_trend_exponential_smoothing,5.0,1.455719805254282,damped_trend_exponential_smoothing
FOODS_1_002_TX_3,5,damped_trend_exponential_smoothing,4.0,1.455719805254282,damped_trend_exponential_smoothing
FOODS_1_002_TX_3,6,damped_trend_exponential_smoothing,2.0,1.455719805254282,damped_trend_exponential_smoothing
FOODS_1_002_TX_3,7,damped_trend_exponential_smoothing,1.0,1.455719805254282,damped_trend_exponential_smoothing
FOODS_1_002_TX_3,8,damped_trend_exponential_smoothing,3.0,1.455719805254282,damped_trend_exponential_smoothing
FOODS_1_002_WI_1,1,damped_trend_exponential_smoothing,5.0,7.325108544015613,damped_trend_exponential_smoothing
FOODS_1_002_WI_1,2,damped_trend_exponential_smoothing,5.0,7.360806143012154,damped_trend_exponential_smoothing
FOODS_1_002_WI_1,3,damped_trend_exponential_smoothing,7.0,7.396170821284137,damped_trend_exponential_smoothing
FOODS_1_002_WI_1,4,damped_trend_exponential_smoothing,6.0,7.431205683696088,damped_trend_exponential_smoothing
FOODS_1_002_WI_1,5,damped_trend_exponential_smoothing,7.0,7.465913806156141,damped_trend_exponential_smoothing
FOODS_1_002_WI_1,6,damped_trend_exponential_smoothing,6.0,7.500298235886086,damped_trend_exponential_smoothing
FOODS_1_002_WI_1,7,damped_trend_exponential_smoothing,6.0,7.534361991688903,damped_trend_exponential_smoothing
FOODS_1_002_WI_1,8,damped_trend_exponential_smoothing,10.0,7.568108064213802,damped_trend_exponential_smoothing
FOODS_1_002_WI_2,1,damped_trend_exponential_smoothing,6.0,3.2820913372074005,damped_trend_exponential_smoothing
FOODS_1_002_WI_2,2,damped_trend_exponential_smoothing,3.0,3.29161399010394,damped_trend_exponential_smoothing
FOODS_1_002_WI_2,3,damped_trend_exponential_smoothing,2.0,3.2993249205496227,damped_trend_exponential_smoothing
FOODS_1_002_WI_2,4,damped_trend_exponential_smoothing,3.0,3.305568815920394,damped_trend_exponential_smoothing
FOODS_1_002_WI_2,5,damped_trend_exponential_smoothing,4.0,3.310624785452964,damped_trend_exponential_smoothing
FOODS_1_002_WI_2,6,damped_trend_exponential_smoothing,3.0,3.314718836745677,damped_trend_exponential_smoothing
FOODS_1_002_WI_2,7,damped_trend_exponential_smoothing,3.0,3.3180339785556496,damped_trend_exponential_smoothing
FOODS_1_002_WI_2,8,damped_trend_exponential_smoothing,3.0,3.3207184014987106,damped_trend_exponential_smoothing
FOODS_1_002_WI_3,1,damped_trend_exponential_smoothing,1.0,1.2060999062445317,damped_trend_exponential_smoothing
FOODS_1_002_WI_3,2,damped_trend_exponential_smoothing,0.0,1.1987968453950977,damped_trend_exponential_smoothing
FOODS_1_002_WI_3,3,damped_trend_exponential_smoothing,2.0,1.1929543967155505,damped_trend_exponential_smoothing
FOODS_1_002_WI_3,4,damped_trend_exponential_smoothing,1.0,1.1882804377719125,damped_trend_exponential_smoothing
FOODS_1_002_WI_3,5,damped_trend_exponential_smoothing,2.0,1.184541270617002,damped_trend_exponential_smoothing
FOODS_1_002_WI_3,6,damped_trend_exponential_smoothing,2.0,1.1815499368930735,damped_trend_exponential_smoothing
FOODS_1_002_WI_3,7,damped_trend_exponential_smoothing,1.0,1.1791568699139312,damped_trend_exponential_smoothing
FOODS_1_002_WI_3,8,damped_trend_exponential_smoothing,1.0,1.1772424163306172,damped_trend_exponential_smoothing
FOODS_1_003_CA_1,1,damped_trend_exponential_smoothing,6.0,5.231807309033063,damped_trend_exponential_smoothing
FOODS_1_003_CA_1,2,damped_trend_exponential_smoothing,3.0,5.232928789056368,damped_trend_exponential_smoothing
FOODS_1_003_CA_1,3,damped_trend_exponential_smoothing,5.0,5.233941168795891,damped_trend_exponential_smoothing
FOODS_1_003_CA_1,4,damped_trend_exponential_smoothing,7.0,5.234855061790593,damped_trend_exponential_smoothing
FOODS_1_003_CA_1,5,damped_trend_exponential_smoothing,8.0,5.235680049068744,damped_trend_exponential_smoothing
FOODS_1_003_CA_1,6,damped_trend_exponential_smoothing,3.0,5.236424779593059,damped_trend_exponential_smoothing
FOODS_1_003_CA_1,7,damped_trend_exponential_smoothing,7.0,5.23709706093428,damped_trend_exponential_smoothing
FOODS_1_003_CA_1,8,damped_trend_exponential_smoothing,5.0,5.237703941123823,damped_trend_exponential_smoothing
FOODS_1_003_CA_2,1,damped_trend_exponential_smoothing,6.0,6.845755772049607,damped_trend_exponential_smoothing
FOODS_1_003_CA_2,2,damped_trend_exponential_smoothing,12.0,6.818602912695795,damped_trend_exponential_smoothing
FOODS_1_003_CA_2,3,damped_trend_exponential_smoothing,6.0,6.791585817638753,damped_trend_exponential_smoothing
FOODS_1_003_CA_2,4,damped_trend_exponential_smoothing,7.0,6.764703808056995,damped_trend_exponential_smoothing
FOODS_1_003_CA_2,5,damped_trend_exponential_smoothing,8.0,6.737956208523146,damped_trend_exponential_smoothing
FOODS_1_003_CA_2,6,damped_trend_exponential_smoothing,2.0,6.711342346986967,damped_trend_exponential_smoothing
FOODS_1_003_CA_2,7,damped_trend_exponential_smoothing,13.0,6.684861554758468,damped_trend_exponential_smoothing
FOODS_1_003_CA_2,8,damped_trend_exponential_smoothing,4.0,6.658513166491113,damped_trend_exponential_smoothing
FOODS_1_003_CA_3,1,damped_trend_exponential_smoothing,7.0,4.5691814374782735,damped_trend_exponential_smoothing
FOODS_1_003_CA_3,2,damped_trend_exponential_smoothing,6.0,4.562093343079314,damped_trend_exponential_smoothing
FOODS_1_003_CA_3,3,damped_trend_exponential_smoothing,6.0,4.555040689152349,damped_trend_exponential_smoothing
FOODS_1_003_CA_3,4,damped_trend_exponential_smoothing,3.0,4.54802329849502,damped_trend_exponential_smoothing
FOODS_1_003_CA_3,5,damped_trend_exponential_smoothing,8.0,4.541040994790976,damped_trend_exponential_smoothing
FOODS_1_003_CA_3,6,damped_trend_exponential_smoothing,5.0,4.534093602605453,damped_trend_exponential_smoothing
FOODS_1_003_CA_3,7,damped_trend_exponential_smoothing,5.0,4.527180947380858,damped_trend_exponential_smoothing
FOODS_1_003_CA_3,8,damped_trend_exponential_smoothing,9.0,4.520302855432385,damped_trend_exponential_smoothing
FOODS_1_003_CA_4,1,damped_trend_exponential_smoothing,3.0,1.6412788444003337,damped_trend_exponential_smoothing
FOODS_1_003_CA_4,2,damped_trend_exponential_smoothing,3.0,1.6412879486598346,damped_trend_exponential_smoothing
FOODS_1_003_CA_4,3,damped_trend_exponential_smoothing,1.0,1.641296677948166,damped_trend_exponential_smoothing
FOODS_1_003_CA_4,4,damped_trend_exponential_smoothing,3.0,1.64130504770902,damped_trend_exponential_smoothing
FOODS_1_003_CA_4,5,damped_trend_exponential_smoothing,2.0,1.6413130727500187,damped_trend_exponential_smoothing
FOODS_1_003_CA_4,6,damped_trend_exponential_smoothing,1.0,1.6413207672689134,damped_trend_exponential_smoothing
FOODS_1_003_CA_4,7,damped_trend_exponential_smoothing,3.0,1.6413281448787012,damped_trend_exponential_smoothing
FOODS_1_003_CA_4,8,damped_trend_exponential_smoothing,3.0,1.6413352186317096,damped_trend_exponential_smoothing
FOODS_1_003_TX_1,1,damped_trend_exponential_smoothing,7.0,1.657201438422759,damped_trend_exponential_smoothing
FOODS_1_003_TX_1,2,damped_trend_exponential_smoothing,2.0,1.6512183961315168,damped_trend_exponential_smoothing
FOODS_1_003_TX_1,3,damped_trend_exponential_smoothing,2.0,1.6452959881875338,damped_trend_exponential_smoothing
FOODS_1_003_TX_1,4,damped_trend_exponential_smoothing,1.0,1.6394336001000722,damped_trend_exponential_smoothing
FOODS_1_003_TX_1,5,damped_trend_exponential_smoothing,3.0,1.6336306236058702,damped_trend_exponential_smoothing
FOODS_1_003_TX_1,6,damped_trend_exponential_smoothing,1.0,1.6278864566060285,damped_trend_exponential_smoothing
FOODS_1_003_TX_1,7,damped_trend_exponential_smoothing,1.0,1.6222005031035391,damped_trend_exponential_smoothing
FOODS_1_003_TX_1,8,damped_trend_exponential_smoothing,1.0,1.616572173141447,damped_trend_exponential_smoothing
FOODS_1_003_TX_2,1,damped_trend_exponential_smoothing,4.0,2.1850367005416267,damped_trend_exponential_smoothing
FOODS_1_003_TX_2,2,damped_trend_exponential_smoothing,3.0,2.1853177466833857,damped_trend_exponential_smoothing
FOODS_1_003_TX_2,3,damped_trend_exponential_smoothing,5.0,2.185548811038032,damped_trend_exponential_smoothing
FOODS_1_003_TX_2,4,damped_trend_exponential_smoothing,4.0,2.1857387824628454,damped_trend_exponential_smoothing
FOODS_1_003_TX_2,5,damped_trend_exponential_smoothing,8.0,2.185894969003607,damped_trend_exponential_smoothing
FOODS_1_003_TX_2,6,damped_trend_exponential_smoothing,3.0,2.186023379029162,damped_trend_exponential_smoothing
FOODS_1_003_TX_2,7,damped_trend_exponential_smoothing,4.0,2.18612895236847,damped_trend_exponential_smoothing
FOODS_1_003_TX_2,8,damped_trend_exponential_smoothing,1.0,2.186215750341793,damped_trend_exponential_smoothing
FOODS_1_003_TX_3,1,damped_trend_exponential_smoothing,0.0,1.3742568729300657,damped_trend_exponential_smoothing
FOODS_1_003_TX_3,2,damped_trend_exponential_smoothing,0.0,1.372758927166063,damped_trend_exponential_smoothing
FOODS_1_003_TX_3,3,damped_trend_exponential_smoothing,0.0,1.371560570554861,damped_trend_exponential_smoothing
FOODS_1_003_TX_3,4,damped_trend_exponential_smoothing,1.0,1.3706018852658994,damped_trend_exponential_smoothing
FOODS_1_003_TX_3,5,damped_trend_exponential_smoothing,2.0,1.3698349370347302,damped_trend_exponential_smoothing
FOODS_1_003_TX_3,6,damped_trend_exponential_smoothing,0.0,1.3692213784497949,damped_trend_exponential_smoothing
FOODS_1_003_TX_3,7,damped_trend_exponential_smoothing,0.0,1.3687305315818463,damped_trend_exponential_smoothing
FOODS_1_003_TX_3,8,damped_trend_exponential_smoothing,0.0,1.3683378540874878,damped_trend_exponential_smoothing
FOODS_1_003_WI_1,1,damped_trend_exponential_smoothing,12.0,8.027145805576998,damped_trend_exponential_smoothing
FOODS_1_003_WI_1,2,damped_trend_exponential_smoothing,17.0,8.023963986885118,damped_trend_exponential_smoothing
FOODS_1_003_WI_1,3,damped_trend_exponential_smoothing,6.0,8.020820458216035,damped_trend_exponential_smoothing
FOODS_1_003_WI_1,4,damped_trend_exponential_smoothing,13.0,8.01771475878741,damped_trend_exponential_smoothing
FOODS_1_003_WI_1,5,damped_trend_exponential_smoothing,8.0,8.01464643336197,damped_trend_exponential_smoothing
FOODS_1_003_WI_1,6,damped_trend_exponential_smoothing,11.0,8.01161503218076,damped_trend_exponential_smoothing
FOODS_1_003_WI_1,7,damped_trend_exponential_smoothing,5.0,8.008620110897235,damped_trend_exponential_smoothing
FOODS_1_003_WI_1,8,damped_trend_exponential_smoothing,4.0,8.005661230512114,damped_trend_exponential_smoothing
FOODS_1_003_WI_2,1,damped_trend_exponential_smoothing,2.0,0.0026534566008759,damped_trend_exponential_smoothing
FOODS_1_003_WI_2,2,damped_trend_exponential_smoothing,1.0,0.0,damped_trend_exponential_smoothing
FOODS_1_003_WI_2,3,damped_trend_exponential_smoothing,4.0,0.0,damped_trend_exponential_smoothing
FOODS_1_003_WI_2,4,damped_trend_exponential_smoothing,3.0,0.0,damped_trend_exponential_smoothing
FOODS_1_003_WI_2,5,damped_trend_exponential_smoothing,1.0,0.0,damped_trend_exponential_smoothing
FOODS_1_003_WI_2,6,damped_trend_exponential_smoothing,1.0,0.0,damped_trend_exponential_smoothing
FOODS_1_003_WI_2,7,damped_trend_exponential_smoothing,0.0,0.0,damped_trend_exponential_smoothing
FOODS_1_003_WI_2,8,damped_trend_exponential_smoothing,0.0,0.0,damped_trend_exponential_smoothing
FOODS_1_003_WI_3,1,damped_trend_exponential_smoothing,0.0,1.5426358121627235,damped_trend_exponential_smoothing
FOODS_1_003_WI_3,2,damped_trend_exponential_smoothing,4.0,1.542635825449925,damped_trend_exponential_smoothing
FOODS_1_003_WI_3,3,damped_trend_exponential_smoothing,6.0,1.542635837839382,damped_trend_exponential_smoothing
FOODS_1_003_WI_3,4,damped_trend_exponential_smoothing,3.0,1.5426358493917502,damped_trend_exponential_smoothing
FOODS_1_003_WI_3,5,damped_trend_exponential_smoothing,0.0,1.5426358601635872,damped_trend_exponential_smoothing
FOODS_1_003_WI_3,6,damped_trend_exponential_smoothing,0.0,1.5426358702076293,damped_trend_exponential_smoothing
FOODS_1_003_WI_3,7,damped_trend_exponential_smoothing,0.0,1.5426358795730497,damped_trend_exponential_smoothing
