sku_id,week_start_date,horizon,predicted_demand,weekly_units_sold
HOUSEHOLD_1_003_CA_4,2016-02-27,1,5.412320026144334,4
HOUSEHOLD_1_003_TX_1,2016-02-27,1,2.1761635653456035,3
HOUSEHOLD_1_003_TX_2,2016-02-27,1,2.74834824217965,2
HOUSEHOLD_1_003_TX_3,2016-02-27,1,2.471989485908446,3
HOUSEHOLD_1_003_WI_1,2016-02-27,1,8.203739405550149,7
HOUSEHOLD_1_003_WI_2,2016-02-27,1,6.174710297743574,8
HOUSEHOLD_1_003_WI_3,2016-02-27,1,3.5449230660043325,3
HOUSEHOLD_1_004_CA_1,2016-02-27,1,15.050920122876043,10
HOUSEHOLD_1_004_CA_2,2016-02-27,1,15.433591159330575,7
HOUSEHOLD_1_004_CA_3,2016-02-27,1,65.94070636250984,87
HOUSEHOLD_1_004_CA_4,2016-02-27,1,4.6239118399761665,7
HOUSEHOLD_1_004_TX_1,2016-02-27,1,8.05739893354992,8
HOUSEHOLD_1_004_TX_2,2016-02-27,1,12.92965907233586,5
HOUSEHOLD_1_004_TX_3,2016-02-27,1,10.394250449746778,14
HOUSEHOLD_1_004_WI_1,2016-02-27,1,8.899104956449417,5
HOUSEHOLD_1_004_WI_2,2016-02-27,1,21.33732061806115,70
HOUSEHOLD_1_004_WI_3,2016-02-27,1,14.135859908061784,44
HOUSEHOLD_1_005_CA_1,2016-02-27,1,13.554939623183879,10
HOUSEHOLD_1_005_CA_2,2016-02-27,1,16.4821951362979,22
HOUSEHOLD_1_005_CA_3,2016-02-27,1,13.2609751082775,6
HOUSEHOLD_1_005_CA_4,2016-02-27,1,5.0349342709735,5
HOUSEHOLD_1_005_TX_1,2016-02-27,1,5.5158152449546165,7
HOUSEHOLD_1_005_TX_2,2016-02-27,1,12.923712849962808,11
HOUSEHOLD_1_005_TX_3,2016-02-27,1,7.18846290773631,7
HOUSEHOLD_1_005_WI_1,2016-02-27,1,8.777998892175754,8
HOUSEHOLD_1_005_WI_2,2016-02-27,1,10.915622773437137,8
HOUSEHOLD_1_005_WI_3,2016-02-27,1,11.401528261704494,7
HOUSEHOLD_1_006_CA_1,2016-02-27,1,10.3942905235661,13
HOUSEHOLD_1_006_CA_2,2016-02-27,1,8.188362827169883,9
HOUSEHOLD_1_006_CA_3,2016-02-27,1,9.310679966335915,12
HOUSEHOLD_1_006_CA_4,2016-02-27,1,4.41671157930616,8
HOUSEHOLD_1_006_TX_1,2016-02-27,1,7.276526043818747,5
HOUSEHOLD_1_006_TX_2,2016-02-27,1,7.559652667150706,9
HOUSEHOLD_1_006_TX_3,2016-02-27,1,7.873793451085961,8
HOUSEHOLD_1_006_WI_1,2016-02-27,1,3.926711633824339,6
HOUSEHOLD_1_006_WI_2,2016-02-27,1,3.6867691900459034,2
HOUSEHOLD_1_006_WI_3,2016-02-27,1,5.012389916578396,8
HOUSEHOLD_1_007_CA_1,2016-02-27,1,15.939155189367876,12
HOUSEHOLD_1_007_CA_2,2016-02-27,1,10.512572881972858,14
HOUSEHOLD_1_007_CA_3,2016-02-27,1,14.349631576364677,13
HOUSEHOLD_1_007_CA_4,2016-02-27,1,6.6863906680358225,4
HOUSEHOLD_1_007_TX_1,2016-02-27,1,10.746552109278435,17
HOUSEHOLD_1_007_TX_2,2016-02-27,1,8.342886401358284,20
HOUSEHOLD_1_007_TX_3,2016-02-27,1,8.554031013959994,7
HOUSEHOLD_1_007_WI_1,2016-02-27,1,10.010811250391198,5
HOUSEHOLD_1_007_WI_2,2016-02-27,1,14.66754361684538,16
HOUSEHOLD_1_007_WI_3,2016-02-27,1,10.096323640855406,8
HOUSEHOLD_1_008_CA_1,2016-02-27,1,2.36741745343342,3
HOUSEHOLD_1_008_CA_2,2016-02-27,1,1.5875512196283006,0
HOUSEHOLD_1_008_CA_3,2016-02-27,1,4.39227168015077,1
HOUSEHOLD_1_008_CA_4,2016-02-27,1,2.07100238698029,1
HOUSEHOLD_1_008_TX_1,2016-02-27,1,1.9915710652652499,1
HOUSEHOLD_1_008_TX_2,2016-02-27,1,3.2075881489502676,4
HOUSEHOLD_1_008_TX_3,2016-02-27,1,2.246097072557965,3
HOUSEHOLD_1_008_WI_1,2016-02-27,1,2.2199106045691726,2
HOUSEHOLD_1_008_WI_2,2016-02-27,1,3.349658651007444,6
HOUSEHOLD_1_008_WI_3,2016-02-27,1,1.6227175461140861,3
HOUSEHOLD_1_009_CA_1,2016-02-27,1,5.009543063048474,2
HOUSEHOLD_1_009_CA_2,2016-02-27,1,4.307876344918045,6
HOUSEHOLD_1_009_CA_3,2016-02-27,1,3.411319693475893,8
HOUSEHOLD_1_009_CA_4,2016-02-27,1,1.9190709005583853,2
HOUSEHOLD_1_009_TX_1,2016-02-27,1,2.232603309503123,3
HOUSEHOLD_1_009_TX_2,2016-02-27,1,5.729851642283644,8
HOUSEHOLD_1_009_TX_3,2016-02-27,1,3.171602183226549,3
HOUSEHOLD_1_009_WI_1,2016-02-27,1,1.743288529572617,1
HOUSEHOLD_1_009_WI_2,2016-02-27,1,2.2221976021182384,7
HOUSEHOLD_1_009_WI_3,2016-02-27,1,3.019574089412254,3
HOUSEHOLD_1_010_CA_1,2016-02-27,1,7.321325852050516,8
HOUSEHOLD_1_010_CA_2,2016-02-27,1,5.610268551871619,12
HOUSEHOLD_1_010_CA_3,2016-02-27,1,11.792076892603873,9
HOUSEHOLD_1_010_CA_4,2016-02-27,1,0.6949576935650805,0
HOUSEHOLD_1_010_TX_1,2016-02-27,1,6.555492275796219,13
HOUSEHOLD_1_010_TX_2,2016-02-27,1,9.042154192671338,9
HOUSEHOLD_1_010_TX_3,2016-02-27,1,1.163035089511425,9
HOUSEHOLD_1_010_WI_1,2016-02-27,1,5.536044874999,9
HOUSEHOLD_1_010_WI_2,2016-02-27,1,8.988947947827208,5
HOUSEHOLD_1_010_WI_3,2016-02-27,1,0.6765633758086678,13
FOODS_1_001_CA_1,2016-03-05,2,4.2889122721933,4
FOODS_1_001_CA_2,2016-03-05,2,8.178784967558792,10
FOODS_1_001_CA_3,2016-03-05,2,8.073382809955328,2
FOODS_1_001_CA_4,2016-03-05,2,1.643399007353154,7
FOODS_1_001_TX_1,2016-03-05,2,3.7723073257181583,5
FOODS_1_001_TX_2,2016-03-05,2,4.843969360592717,3
FOODS_1_001_TX_3,2016-03-05,2,2.896825032589639,5
FOODS_1_001_WI_1,2016-03-05,2,3.9261699124816527,3
FOODS_1_001_WI_2,2016-03-05,2,2.2793033669122766,2
FOODS_1_001_WI_3,2016-03-05,2,1.517612091114254,0
FOODS_1_002_CA_1,2016-03-05,2,2.7103568168210432,3
FOODS_1_002_CA_2,2016-03-05,2,5.1831294213275845,2
FOODS_1_002_CA_3,2016-03-05,2,2.7381052536208474,4
FOODS_1_002_CA_4,2016-03-05,2,2.723537479978605,4
FOODS_1_002_TX_1,2016-03-05,2,1.717800842911879,0
FOODS_1_002_TX_2,2016-03-05,2,1.3485479723407758,0
FOODS_1_002_TX_3,2016-03-05,2,2.074147427542011,0
FOODS_1_002_WI_1,2016-03-05,2,7.355333901252396,5
FOODS_1_002_WI_2,2016-03-05,2,3.2889791074986148,3
FOODS_1_002_WI_3,2016-03-05,2,1.6086423555508809,0
FOODS_1_003_CA_1,2016-03-05,2,5.069453473947805,3
FOODS_1_003_CA_2,2016-03-05,2,6.48636805796962,12
FOODS_1_003_CA_3,2016-03-05,2,4.891018132664563,6
FOODS_1_003_CA_4,2016-03-05,2,2.010428140410606,3
FOODS_1_003_TX_1,2016-03-05,2,1.9230929478185503,2
FOODS_1_003_TX_2,2016-03-05,2,2.0878837453172565,3
FOODS_1_003_TX_3,2016-03-05,2,1.539858237239185,0
FOODS_1_003_WI_1,2016-03-05,2,8.112621748871126,17
FOODS_1_003_WI_2,2016-03-05,2,1.7027082740226174,1
FOODS_1_003_WI_3,2016-03-05,2,1.85293962514461,4
FOODS_1_004_CA_1,2016-03-05,2,11.988661367417992,0
FOODS_1_004_CA_2,2016-03-05,2,13.902615409229126,0
FOODS_1_004_CA_3,2016-03-05,2,0.0,0
FOODS_1_004_CA_4,2016-03-05,2,9.238944031378935,0
FOODS_1_004_TX_1,2016-03-05,2,14.413655237942955,0
FOODS_1_004_TX_2,2016-03-05,2,13.2265020118575,0
FOODS_1_004_TX_3,2016-03-05,2,9.311866753517407,0
FOODS_1_004_WI_1,2016-03-05,2,3.5037258814360084,0
FOODS_1_004_WI_2,2016-03-05,2,35.809978308366844,0
FOODS_1_004_WI_3,2016-03-05,2,9.896561805674644,0
FOODS_1_005_CA_1,2016-03-05,2,11.303993083295277,7
FOODS_1_005_CA_2,2016-03-05,2,21.84715110171725,50
FOODS_1_005_CA_3,2016-03-05,2,20.956883950090024,11
FOODS_1_005_CA_4,2016-03-05,2,4.304109653939437,4
FOODS_1_005_TX_1,2016-03-05,2,5.676382654933458,5
FOODS_1_005_TX_2,2016-03-05,2,8.111087278941756,2
FOODS_1_005_TX_3,2016-03-05,2,7.353083859983792,7
FOODS_1_005_WI_1,2016-03-05,2,17.26255290348316,28
FOODS_1_005_WI_2,2016-03-05,2,19.94592379035875,16
FOODS_1_005_WI_3,2016-03-05,2,12.272383693451083,18
FOODS_1_006_CA_1,2016-03-05,2,12.132541928980134,14
FOODS_1_006_CA_2,2016-03-05,2,6.691914898716072,10
FOODS_1_006_CA_3,2016-03-05,2,11.04318643004101,9
FOODS_1_006_CA_4,2016-03-05,2,10.31074725650406,8
FOODS_1_006_TX_1,2016-03-05,2,3.428574181195345,1
FOODS_1_006_TX_2,2016-03-05,2,4.711447334558736,5
FOODS_1_006_TX_3,2016-03-05,2,9.885769069369152,0
FOODS_1_006_WI_1,2016-03-05,2,10.832182341820852,3
FOODS_1_006_WI_2,2016-03-05,2,8.485339876663698,6
FOODS_1_006_WI_3,2016-03-05,2,8.579496164114113,4
FOODS_1_008_CA_1,2016-03-05,2,3.11318904936931,0
FOODS_1_008_CA_2,2016-03-05,2,1.929214426675785,0
FOODS_1_008_CA_3,2016-03-05,2,2.1034366692303004,3
FOODS_1_008_CA_4,2016-03-05,2,2.0314152470523217,1
FOODS_1_008_TX_1,2016-03-05,2,1.4111601269272955,0
FOODS_1_008_TX_2,2016-03-05,2,1.5403681033626406,0
FOODS_1_008_TX_3,2016-03-05,2,1.3416780024657466,1
FOODS_1_008_WI_1,2016-03-05,2,3.2160085308362065,3
FOODS_1_008_WI_2,2016-03-05,2,3.463659571849239,6
FOODS_1_008_WI_3,2016-03-05,2,1.6098502278241904,0
FOODS_1_009_CA_1,2016-03-05,2,4.552921417328211,0
FOODS_1_009_CA_2,2016-03-05,2,3.5637597517440254,0
FOODS_1_009_CA_3,2016-03-05,2,6.153435240341677,0
FOODS_1_009_CA_4,2016-03-05,2,2.5019489359401668,0
FOODS_1_009_TX_1,2016-03-05,2,1.7931736034940269,0
FOODS_1_009_TX_2,2016-03-05,2,2.5416454648979108,0
FOODS_1_009_TX_3,2016-03-05,2,1.7931736034940269,0
FOODS_1_009_WI_1,2016-03-05,2,2.561582348463951,0
FOODS_1_009_WI_2,2016-03-05,2,2.626146320919443,0
FOODS_1_009_WI_3,2016-03-05,2,1.850286884104571,0
FOODS_1_010_CA_1,2016-03-05,2,1.7672504274036298,0
FOODS_1_010_CA_2,2016-03-05,2,3.028541662384898,2
FOODS_1_010_CA_3,2016-03-05,2,3.8467568338379756,2
FOODS_1_010_CA_4,2016-03-05,2,1.845043318484569,0
FOODS_1_010_TX_1,2016-03-05,2,2.340347659733333,0
FOODS_1_010_TX_2,2016-03-05,2,5.688299801019706,12
FOODS_1_010_TX_3,2016-03-05,2,5.631239363967278,5
FOODS_1_010_WI_1,2016-03-05,2,8.095781888357564,7
FOODS_1_010_WI_2,2016-03-05,2,2.7997613762519524,8
FOODS_1_010_WI_3,2016-03-05,2,5.00278876454655,3
FOODS_1_011_CA_1,2016-03-05,2,8.049887709179563,7
FOODS_1_011_CA_2,2016-03-05,2,13.201424471447162,12
FOODS_1_011_CA_3,2016-03-05,2,7.716282602290226,5
FOODS_1_011_CA_4,2016-03-05,2,6.595565027181881,7
FOODS_1_011_TX_1,2016-03-05,2,4.522097704513517,5
FOODS_1_011_TX_2,2016-03-05,2,3.3103189672923787,1
FOODS_1_011_TX_3,2016-03-05,2,2.178106306890577,5
